Anexos;[R];*;[I];Etapa atual;CAMPUS;Coligada do alarme;Código atendente alarmado;Coligada do representante;Representante;GRUPO ATENDIMENTO ATUAL;CODTIPOCURSO;TIPOCURSO;CURSO;PLETIVO;RELACIONADO1;SITUACAOALARME1;IMGSTATUS1;ANEXO1;Atendimento;Cliente;Código do Cliente;Tipo cliente;Coligada do cliente;Status;Etapa atual;Classificação;Assunto;Categoria;Descrição do produto;Atendente responsável;Prazo limite final;Prioridade;Abertura;Fechamento;Coligada;Localidade;Código do atendimento;Código do atendente responsável;Coligada do responsável;Código de classificação;Coligada do produto;Produto;Detalhe do produto;Categoria geral;Grupo de atendimento;Tipo de atendimento;Código da etapa atual;Campanha;Grupo/Fila;TIPO_ABERTURA
Z;;Z;C;ANEXA ARQUIVO - CIA;Católica de Tocantins - Unidade I;;;;;346;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;Medicina Veterinária;2026/1;';Z;C;Z;2-1-8002230;WILLIAM LIMA BATISTA;FC34869274;ALUNO;1;Cancelado;ANEXA ARQUIVO - CIA;Protocolo Católica do Tocantins;Justificativa de Faltas;Protocolo Católica do Tocantins;Protocolo Católica do Tocantins;MARIANA GOMES AZEVEDO;;;05/06/2026 13:20;07/06/2026 16:22;1;2;8002230;6006;1;00012;1;29;Protocolo;2;8;1329;5526;; ;PRESECIAL
ANEXO;;Z;A;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;A;ANEXO;2-1-8002218;;;;;Em andamento;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;ELISA DUARTE AZEVEDO;;Normal;28/05/2026 09:42;;1;2;8002218;1223;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;A;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;A;ANEXO;2-1-8002209;;;;;Em andamento;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;ELISA DUARTE AZEVEDO;;Normal;24/03/2026 11:56;;1;2;8002209;1223;1;00001;;;;;66;1775;5633;; ;PRESECIAL
Z;;Z;F;Atendimento finalizado;Católica de Tocantins;;;;;;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;Direito;2026/1;';Z;F;Z;2-1-8002222;ISABELA FERREIRA BATISTA;FC49172098;ALUNO;1;Concluído confirmado;Atendimento finalizado;Protocolo Católica do Tocantins;Alteração de Vencimento de Mensalidade;Protocolo Católica do Tocantins;Protocolo Católica do Tocantins;CARLA CARDOSO AZEVEDO;;;10/06/2026 09:50;10/06/2026 15:58;1;2;8002222;795;1;00012;1;29;Protocolo;2;8;1784;5682;; ;PRESECIAL
ANEXO;;Z;A;Analisar Solicitação - Coordenação de Curso;Católica de Tocantins - Unidade I;;;;;;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;Enfermagem;2026/1;';Z;A;ANEXO;2-1-8002211;YASMIN LIMA BATISTA;FC20302802;ALUNO;1;Em andamento;Analisar Solicitação - Coordenação de Curso;Protocolo Católica do Tocantins;Justificativa de Faltas;Protocolo Católica do Tocantins;Protocolo Católica do Tocantins;JOAO CARDOSO AZEVEDO;18/04/2026 15:02;Normal;10/04/2026 12:54;;1;2;8002211;8663;1;00012;1;29;Protocolo;2;8;1329;3648;; ;PRESECIAL
ANEXO;;Z;A;Providenciar Assinatura - Central de Estágio;Católica de Tocantins - Unidade I;;;;;;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;Psicologia;2026/1;';Z;A;ANEXO;2-1-8002216;FELIPE FERREIRA BATISTA;FC37224995;ALUNO;1;Em andamento;Providenciar Assinatura - Central de Estágio;Protocolo Católica do Tocantins;Assinatura de Termo de Compromisso de Estágio;Protocolo Católica do Tocantins;Protocolo Católica do Tocantins;RODRIGO GOMES AZEVEDO;30/03/2026 16:01;Normal;24/03/2026 15:39;;1;2;8002216;7701;1;00012;1;29;Protocolo;2;8;1403;3904;; ;PRESECIAL
ANEXO;;Z;C;Entregar Termo de Compromisso - CIA;Católica de Tocantins - Unidade I;;;;;240;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;Psicologia;2026/1;';Z;C;ANEXO;2-1-8002233;MARIANA LIMA BATISTA;FC46304426;ALUNO;1;Cancelado;Entregar Termo de Compromisso - CIA;Protocolo Católica do Tocantins;Assinatura de Termo de Compromisso de Estágio;Protocolo Católica do Tocantins;Protocolo Católica do Tocantins;OTAVIO FERREIRA AZEVEDO;28/03/2026 03:18;Normal;24/03/2026 20:49;03/04/2026 04:27;1;2;8002233;1789;1;00012;1;29;Protocolo;2;8;1403;3905;; ;PRESECIAL
ANEXO;;Z;A;Providenciar Assinatura - Central de Estágio;Católica de Tocantins - Unidade I;;;;;346;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;Psicologia;2026/1;';Z;A;ANEXO;2-1-8002234;MARIANA LIMA BATISTA;FC84585261;ALUNO;1;Em andamento;Providenciar Assinatura - Central de Estágio;Protocolo Católica do Tocantins;Assinatura de Termo de Compromisso de Estágio;Protocolo Católica do Tocantins;Protocolo Católica do Tocantins;CARLA CARDOSO AZEVEDO;29/04/2026 17:41;Normal;21/04/2026 17:14;;1;2;8002234;795;1;00012;1;29;Protocolo;2;8;1403;3904;; ;PRESECIAL
ANEXO;;Z;A;Providenciar Assinatura - Central de Estágio;Católica de Tocantins - Unidade I;;;;;223;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;Engenharia Civil;2026/1;';Z;A;ANEXO;2-1-8002188;RODRIGO LIMA BATISTA;FC46942771;ALUNO;1;Em andamento;Providenciar Assinatura - Central de Estágio;Protocolo Católica do Tocantins;Assinatura de Termo de Compromisso de Estágio;Protocolo Católica do Tocantins;Protocolo Católica do Tocantins;CARLA CARDOSO AZEVEDO;29/05/2026 01:17;Normal;24/05/2026 21:15;;1;2;8002188;795;1;00012;1;29;Protocolo;2;8;1403;3904;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;3-1-8002220;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL FERREIRA AZEVEDO;;Normal;08/06/2026 11:53;17/06/2026 19:01;1;3;8002220;1023;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;3-1-8002202;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL FERREIRA AZEVEDO;;Normal;19/04/2026 09:01;24/04/2026 13:28;1;3;8002202;1023;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;3-1-8002240;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL FERREIRA AZEVEDO;;Normal;04/05/2026 15:10;07/05/2026 17:09;1;3;8002240;1023;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;8-1-8002215;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;WILLIAM GOMES AZEVEDO;;Normal;27/03/2026 09:29;;1;8;8002215;8914;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;A;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;A;ANEXO;8-1-8002231;;;;;Em andamento;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;ELISA DUARTE AZEVEDO;;Normal;05/06/2026 11:08;;1;8;8002231;1223;1;00001;;;;;66;1775;5633;; ;PRESECIAL
Z;;Z;A;Abertura do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;ENFERMAGEM;2010/1;';Z;A;Z;8-1-8002221;LETICIA LIMA BATISTA;A63422002;ALUNO;1;Em andamento;Abertura do Atendimento;UGR - Graduação Unileste;UGR - Declarações Especificas;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;;01/06/2026 17:55;;1;8;8002221;795;1;00017;1;64;001;8;32;564;2187;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;8-1-8002241;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;LETICIA GOMES AZEVEDO;;Normal;14/04/2026 15:57;22/04/2026 18:27;1;8;8002241;6333;1;00001;;;;;66;1775;5633;; ;PRESECIAL
Z;;Z;F;Conclusão do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;ARQUITETURA E URBANISMO;2026/1;';Z;F;Z;8-1-8002239;CAIO LIMA BATISTA;53304768;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;UGR - Entrega de TCE;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CAIO GOMES AZEVEDO;;Normal;11/05/2026 19:34;15/05/2026 00:38;1;8;8002239;8838;1;00017;1;64;001;8;48;782;1921;; ;PRESECIAL
Z;;Z;A;Abertura do Atendimento;Pós Graduação Unileste;;;;;;15;PÓS-GRADUAÇÃO - UNILESTE;ADMINISTRAÇÃO E DESENVOLVIMENTO DE RECURSOS HUMANOS;1996/0;';Z;A;Z;8-1-8002245;ANA MARTINS BATISTA;A03269511;ALUNO;1;Em andamento;Abertura do Atendimento;UNLS - Pós Graduação Unileste;UNLS - 2ª Via de Certificado de Conclusão de Curso;UNLS - Protocolos Pós Graduação Unileste;UNLS - Pós Graduação Unileste;CARLA CARDOSO AZEVEDO;;;06/04/2026 10:41;;1;8;8002245;795;1;00014;1;61;001;5;14;1020;2286;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;8-1-8002189;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;ANA LIMA AZEVEDO;;Normal;24/05/2026 19:32;;1;8;8002189;2717;1;00001;;;;;66;1775;5633;; ;PRESECIAL
Z;;Z;F;Conclusão do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;PSICOLOGIA;2026/1;';Z;F;Z;8-1-8002237;BRUNO MARTINS BATISTA;A81449527;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;UGR - Entrega de TCE;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;SOFIA GOMES AZEVEDO;;Normal;29/05/2026 19:00;29/05/2026 19:09;1;8;8002237;4753;1;00017;1;64;001;8;48;782;1921;; ;PRESECIAL
Z;;Z;F;Conclusão do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;PSICOLOGIA;2026/1;';Z;F;Z;8-1-8002235;CARLA MARTINS BATISTA;A59317237;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;UGR - Entrega de TCE;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;VANESSA GOMES AZEVEDO;;Normal;26/03/2026 20:56;28/03/2026 02:08;1;8;8002235;5938;1;00017;1;64;001;8;48;782;1921;; ;PRESECIAL
Z;;Z;A;Abertura do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;ADMINISTRAÇÃO;2014/1;';Z;A;Z;8-1-8002247;DANIEL MARTINS BATISTA;A63560310;ALUNO;1;Em andamento;Abertura do Atendimento;UGR - Graduação Unileste;UGR - Pedido de Histórico Escolar Pago;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;;10/06/2026 18:48;;1;8;8002247;795;1;00017;1;64;001;8;32;557;2182;; ;PRESECIAL
Z;;Z;A;Abertura do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;DIREITO;2015/2;';Z;A;Z;8-1-8002238;ELISA MARTINS BATISTA;A04356796;ALUNO;1;Em andamento;Abertura do Atendimento;UGR - Graduação Unileste;UGR - Pedido de Histórico Escolar Pago;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;;06/04/2026 07:34;;1;8;8002238;795;1;00017;1;64;001;8;32;557;2182;; ;PRESECIAL
Z;;Z;A;Abertura do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;PEDAGOGIA;1996/2;';Z;A;Z;8-1-8002232;FELIPE MARTINS BATISTA;A987520307;ALUNO;1;Em andamento;Abertura do Atendimento;UGR - Graduação Unileste;UGR - Pedido de Histórico Escolar Pago;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;;04/05/2026 08:11;;1;8;8002232;795;1;00017;1;64;001;8;32;557;2182;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;3-1-8002236;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL FERREIRA AZEVEDO;;Normal;14/06/2026 12:51;18/06/2026 14:18;1;3;8002236;1023;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;3-1-8002243;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL FERREIRA AZEVEDO;;Normal;26/03/2026 09:09;03/04/2026 15:55;1;3;8002243;1023;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;3-1-8002261;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL FERREIRA AZEVEDO;;Normal;28/05/2026 10:18;;1;3;8002261;1023;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;3-1-8002264;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL FERREIRA AZEVEDO;;Normal;05/06/2026 15:07;10/06/2026 18:16;1;3;8002264;1023;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;3-1-8002254;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL FERREIRA AZEVEDO;;Normal;17/06/2026 10:22;27/06/2026 10:54;1;3;8002254;1023;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Solicitação Deferida e Finalizada;Polo Sede EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;PSICOLOGIA;2025/3;';Z;F;ANEXO;4-1-8002250;GABRIELA MARTINS BATISTA;UC88415679;ALUNO;1;Concluído confirmado;Solicitação Deferida e Finalizada;Processos de Solicitação UCB;Retorno, Reabertura e Reintegração- EAD/Semi/Híbri;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;VANESSA CARDOSO AZEVEDO;;;30/05/2026 09:39;;1;4;8002250;5192;1;00019;1;67;1;10;12;1604;4752;; ;PRESECIAL
ANEXO;;Z;F;Documento Entregue;Atende;;;;;;10;GRADUAÇÃO - CATÓLICA PRESENCIAL;COMUNICAÇÃO SOCIAL;2016/2;';Z;F;ANEXO;4-1-8002248;HENRIQUE MARTINS BATISTA;UC90787643;ALUNO;1;Concluído confirmado;Documento Entregue;Processos de Solicitação UCB;UCB - Ementas - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;08/06/2026 15:35;16/06/2026 23:31;1;4;8002248;795;1;00019;1;67;1;10;55;1678;5026;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;4-1-8002259;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;OTAVIO GOMES AZEVEDO;;Normal;28/04/2026 14:12;;1;4;8002259;7122;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;4-1-8002263;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;DANIEL GOMES AZEVEDO;;Normal;18/03/2026 14:00;23/03/2026 19:35;1;4;8002263;6412;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Finalização;ATENDE;;;;;;42;GRADUAÇÃO - CATÓLICA.;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;2026/2;';Z;F;ANEXO;4-1-8002251;ISABELA MARTINS BATISTA;UC91961595;ALUNO;1;Concluído confirmado;Finalização;Processos de Solicitação UCB;UCB - Atendimento aos Estudantes- EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;RODRIGO FERREIRA AZEVEDO;;;21/05/2026 17:42;28/05/2026 21:17;1;4;8002251;6382;1;00019;1;67;1;10;12;1713;5270;; ;PRESECIAL
ANEXO;;Z;F;Finalização;ATENDE;;;;;;35;STRICTO SENSU - CATÓLICA;EDUCAÇÃO FÍSICA;2025/2;';Z;F;ANEXO;4-1-8002266;JOAO MARTINS BATISTA;UC01087443;ALUNO;1;Concluído confirmado;Finalização;Processos de Solicitação UCB;UCB - Atendimento aos Estudantes - PÓS;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;YASMIN FERREIRA AZEVEDO;;;20/05/2026 15:12;26/05/2026 19:13;1;4;8002266;4540;1;00019;1;67;1;10;41;1714;5272;; ;PRESECIAL
ANEXO;;Z;F;Finalização;ATENDE;;;;;;42;GRADUAÇÃO - CATÓLICA.;GESTÃO PÚBLICA;2021/4;';Z;F;ANEXO;4-1-8002249;LARISSA MARTINS BATISTA;UC49940120;ALUNO;1;Concluído confirmado;Finalização;Processos de Solicitação UCB;UCB - Atendimento aos Estudantes- EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;JOAO GOMES AZEVEDO;;;30/04/2026 17:07;08/05/2026 22:28;1;4;8002249;6161;1;00019;1;67;1;10;12;1713;5270;; ;PRESECIAL
ANEXO;;Z;A;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;A;ANEXO;4-1-8002260;;;;;Em andamento;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;ELISA DUARTE AZEVEDO;;Normal;29/04/2026 04:54;;1;4;8002260;1223;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;3-1-8002267;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;PATRICIA FERREIRA AZEVEDO;;Normal;26/05/2026 18:12;27/05/2026 01:50;1;3;8002267;8829;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;3-1-8002252;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL FERREIRA AZEVEDO;;Normal;09/04/2026 15:32;14/04/2026 19:46;1;3;8002252;1023;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;3-1-8002257;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;BRUNO LIMA AZEVEDO;;Normal;14/05/2026 08:42;;1;3;8002257;8917;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;3-1-8002265;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL FERREIRA AZEVEDO;;Normal;02/06/2026 11:18;;1;3;8002265;1023;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;3-1-8002228;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;BRUNO LIMA AZEVEDO;;Normal;05/06/2026 12:26;;1;3;8002228;8917;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;3-1-8002227;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL FERREIRA AZEVEDO;;Normal;10/04/2026 11:48;13/04/2026 19:46;1;3;8002227;1023;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;3-1-8002279;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL FERREIRA AZEVEDO;;Normal;20/04/2026 12:54;21/04/2026 13:06;1;3;8002279;1023;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;3-1-8002255;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL FERREIRA AZEVEDO;;Normal;14/06/2026 10:22;15/06/2026 11:47;1;3;8002255;1023;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;3-1-8002270;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL FERREIRA AZEVEDO;;Normal;27/05/2026 11:14;31/05/2026 12:54;1;3;8002270;1023;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;3-1-8002273;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL FERREIRA AZEVEDO;;Normal;08/04/2026 06:46;;1;3;8002273;1023;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Finalização;ATENDE;;;;;;37;GRADUAÇÃO - CATÓLICA;MEDICINA VETERINÁRIA;2026/1;';Z;F;ANEXO;4-1-8002253;MARCOS MARTINS BATISTA;UC53345924;ALUNO;1;Concluído confirmado;Finalização;Processos de Solicitação UCB;UCB - Atendimento aos Estudantes - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;FELIPE GOMES AZEVEDO;;;02/05/2026 08:10;09/05/2026 13:02;1;4;8002253;8005;1;00019;1;67;1;10;55;1712;5268;; ;PRESECIAL
ANEXO;;Z;A;SOLICITAÇÃO ABERTA - ANEXAR ATA;UCB - Câmpus Taguatinga;;;;;;35;STRICTO SENSU - CATÓLICA;GERONTOLOGIA;2022/2;';Z;A;ANEXO;4-1-8002268;NATALIA MARTINS BATISTA;UC17813534;ALUNO;1;Em andamento;SOLICITAÇÃO ABERTA - ANEXAR ATA;Processos de Solicitação UCB;Certificação e diplomação - Lato e Stricto - PÓS;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;VANESSA FERREIRA AZEVEDO;;;18/03/2026 12:30;;1;4;8002268;833;1;00019;1;67;1;10;41;1705;5228;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;4-1-8002275;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;ANA GOMES AZEVEDO;;Normal;16/05/2026 11:30;24/05/2026 18:04;1;4;8002275;1324;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;4-1-8002276;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;WILLIAM FERREIRA AZEVEDO;;Normal;01/06/2026 10:34;06/06/2026 16:33;1;4;8002276;2035;1;00001;;;;;66;1775;5633;; ;PRESECIAL
Z;;Z;F;Finalização;ATENDE;;;;;;42;GRADUAÇÃO - CATÓLICA.;GESTÃO DE RECURSOS HUMANOS;2026/2;';Z;F;Z;4-1-8002246;OTAVIO MARTINS BATISTA;UC06393435;ALUNO;1;Concluído confirmado;Finalização;Processos de Solicitação UCB;UCB - Atendimento aos Estudantes- EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;FELIPE GOMES AZEVEDO;;;23/03/2026 09:01;23/03/2026 10:46;1;4;8002246;8005;1;00019;1;67;1;10;12;1713;5270;; ;PRESECIAL
ANEXO;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;FISIOTERAPIA;2025/4;';Z;F;ANEXO;4-1-8002242;VANESSA MOURA AZEVEDO;UC54476969;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Revisão de Notas/Menção;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;MARCOS CARDOSO AZEVEDO;;;25/04/2026 10:11;03/05/2026 13:11;1;4;8002242;6074;1;00019;1;67;1;10;12;1590;4660;; ;PRESECIAL
ANEXO;;Z;C;APROVADO;;;;;;;;;;;';Z;C;ANEXO;4-1-8002258;;;;;Cancelado;APROVADO;GERAL;Aprovação de Movimentos;;;ELISA DUARTE AZEVEDO;;Normal;21/04/2026 15:25;24/04/2026 22:34;1;4;8002258;1223;1;00001;;;;;66;1775;5635;; ;PRESECIAL
Z;;Z;F;Solicitação Deferida e Finalizada;Polo Sede EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;PEDAGOGIA;2026/1;';Z;F;Z;4-1-8002226;THIAGO DUARTE ANDRADE;UC24589605;ALUNO;1;Concluído confirmado;Solicitação Deferida e Finalizada;Processos de Solicitação UCB;Retorno, Reabertura e Reintegração- EAD/Semi/Híbri;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;VANESSA CARDOSO AZEVEDO;;;11/04/2026 11:26;;1;4;8002226;5192;1;00019;1;67;1;10;12;1604;4752;; ;PRESECIAL
